"Date","Crude Supply","Gasoline Supply","Jet Fuel Supply","Distillate Supply"
"5/11/2007",22.5,21,24.4,28.6
"5/18/2007",22.4,21,24.7,28.8
"5/25/2007",22.1,21,24.9,28.8
"6/1/2007",22.1,21.3,24.8,29.3
"6/8/2007",22.1,21.3,25.8,29.4
"6/15/2007",22.8,21.4,24.5,29.6
"6/22/2007",22.9,21.2,23.8,29
"6/29/2007",23.1,21.4,24.3,29.4
"7/6/2007",22.9,21.4,24.3,29.6
"7/13/2007",22.7,21.1,24.5,29.5
"7/20/2007",22.4,21.1,24.7,30.5
"7/27/2007",21.8,21.1,25.1,31.1
"8/3/2007",21.5,21,25.5,31.2
"8/10/2007",21.1,21,25.6,31.1
"8/17/2007",21.2,20.4,25.9,31
"8/24/2007",21.3,20,26.3,31
"8/31/2007",21,19.8,24.9,31.4
"9/7/2007",20.6,19.9,25.5,32
"9/14/2007",20.5,20.2,25.7,32.8
"9/21/2007",20.7,20.4,25.6,33.5
"9/28/2007",21.1,20.7,26.1,33.1
"10/5/2007",21.1,21,26.4,32.1
"10/12/2007",21.3,21.3,26.7,32.1
"10/19/2007",21,21,27,31.3
"10/26/2007",20.8,21,26.6,31.7
"11/2/2007",20.8,20.8,26.2,32.2
"11/9/2007",21,20.9,25.5,31
"11/16/2007",21,21,23.2,29.9
"11/23/2007",20.8,21.2,23.3,29.6
"11/30/2007",20.1,21.7,24.3,29.9
"12/7/2007",19.9,21.8,24.1,30
"12/14/2007",19.3,22,24.6,29.4
"12/21/2007",19.2,22,24.6,28.2
"12/28/2007",19,22.2,24.2,28.2
"1/4/2008",18.4,22.8,25.2,28.7
"1/11/2008",18.7,23.2,25.5,29.8
"1/18/2008",19,24,25.5,30
"1/25/2008",19.4,24.7,26.4,29.9
"2/1/2008",20.3,25.3,26.6,30
"2/8/2008",20.6,25.6,26.7,30
"2/15/2008",21,25.6,25.4,28.2
"2/22/2008",21.2,25.8,25.5,27.5
"2/29/2008",20.9,25.8,25.2,26.7
"3/7/2008",21.3,26,24.1,26.7
"3/14/2008",21.3,25.6,24.7,26.8
"3/21/2008",21.5,25.2,23.7,26.3
"3/28/2008",22.2,24.5,23.6,26.1
"4/4/2008",22.1,24,24.7,24.6
"4/11/2008",22,23.3,25.8,25
"4/18/2008",21.9,22.9,24,24.5
"4/25/2008",22,22.8,24.7,24.9
"5/2/2008",22.3,22.9,25,25.2
"5/9/2008",22,22.7,26,25.5
"5/16/2008",21.5,22.5,26.1,25.9
"5/23/2008",20.7,22.1,25.1,26.4
"5/30/2008",20.1,22.5,24.6,27.1
"6/6/2008",19.8,22.5,24.5,27.8
"6/13/2008",19.6,22.5,24.7,28.6
"6/20/2008",19.6,22.5,25.6,29.4
"6/27/2008",19.5,22.6,24.8,29.4
"7/4/2008",19.1,22.7,23.9,29.4
"7/11/2008",19.3,22.9,23.6,30.1
"7/18/2008",19.2,23.2,24.6,30.6
"7/25/2008",19.3,22.8,26.9,31.3
"8/1/2008",19.5,22.2,26.8,32.2
"8/8/2008",19.7,21.5,26.6,31.3
"8/15/2008",20.5,20.8,25.9,31.4
"8/22/2008",20.5,20.7,26.7,31.4
"8/29/2008",20.3,20.6,27.2,30.9
"9/5/2008",20.3,20.1,25.7,31.6
"9/12/2008",20.4,20.1,25.8,32.1
"9/19/2008",21.7,19.8,24.4,32
"9/26/2008",23.2,20.3,23.6,32.3
"10/3/2008",23.6,21.3,25.3,32.1
"10/10/2008",23.7,22.1,24.7,31.4
"10/17/2008",22.6,22.2,25.3,31.5
"10/24/2008",21.7,21.8,25.6,31.8
"10/31/2008",21.5,21.7,26.6,31.9
"11/7/2008",21.3,21.9,27.9,32.2
"11/14/2008",21.4,22,29.5,31.6
"11/21/2008",21.9,22.3,28.7,31.5
"11/28/2008",21.9,22.3,28.9,31.3
"12/5/2008",21.8,22.7,29.5,33.3
"12/12/2008",21.8,22.7,27,33.9
"12/19/2008",21.7,23,26.4,34.4
"12/26/2008",21.9,23,26.6,33.6
"1/2/2009",22.5,23.4,25.7,32.8
"1/9/2009",22.6,23.9,26.9,35.2
"1/16/2009",23.2,24.8,28.3,35.4
"1/23/2009",23.6,25.1,27.5,35.3
"1/30/2009",24.2,25.1,29.4,35.2
"2/6/2009",24.7,24.6,31.3,34
"2/13/2009",24.7,24.6,31.5,33.2
"2/20/2009",24.9,24,31.1,34
"2/27/2009",24.8,23.9,31.9,35.3
"3/6/2009",24.9,23.6,30.8,36.6
"3/13/2009",25,23.9,28,38.2
"3/20/2009",25.1,23.7,27,37.9
"3/27/2009",25.4,24,26.3,38.2
"4/3/2009",25.4,24,25.9,36.6
"4/10/2009",25.9,23.9,27.2,36.2
"4/17/2009",26,24,27.9,38.1
"4/24/2009",26.2,23.5,28.8,39.1
"5/1/2009",26.1,23.5,28.9,41.5
"5/8/2009",25.5,23.1,28.2,42.2
"5/15/2009",25.6,22.5,27.6,41.9
"5/22/2009",25,22.2,28.3,41.4
"5/29/2009",25.2,22.1,30,41.8
"6/5/2009",24.8,21.8,31.2,41.9
"6/12/2009",24.3,22.1,31.6,42.7
"6/19/2009",23.9,22.8,30.7,44.1
"6/26/2009",23.6,23,30.4,45.6
"7/3/2009",23.3,23.2,31.1,48.6
"7/10/2009",22.9,23.5,31.2,48.6
"7/17/2009",22.9,23.5,32.5,48.7
"7/24/2009",23.4,23.1,33.2,49.3
"7/31/2009",23.7,23.1,33.6,47.6
"8/7/2009",24.2,23.2,33.5,48.6
"8/14/2009",23.7,23,33.5,48.4
